"timeframe","Geo2010","TotPop","geo2010_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","ucounty","indc"
2010,"DC Tract 8.02",".",11001000802,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 9.01",".",11001000901,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 9.02",".",11001000902,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 10.01",".",11001001001,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 10.02",".",11001001002,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 11",".",11001001100,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 12",".",11001001200,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 13.01",".",11001001301,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 13.02",".",11001001302,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 14.01",".",11001001401,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 14.02",".",11001001402,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 15",".",11001001500,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 16",".",11001001600,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 17.02",".",11001001702,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 18.03",".",11001001803,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 18.04",".",11001001804,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 19.01",".",11001001901,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 19.02",".",11001001902,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 20.01",".",11001002001,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 20.02",".",11001002002,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 21.01",".",11001002101,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 21.02",".",11001002102,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 22.01",".",11001002201,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 22.02",".",11001002202,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 23.01",".",11001002301,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 23.02",".",11001002302,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 24",".",11001002400,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 25.01",".",11001002501,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 25.02",".",11001002502,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 26",".",11001002600,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 27.01",".",11001002701,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 27.02",".",11001002702,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 28.01",".",11001002801,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 28.02",".",11001002802,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 29",".",11001002900,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 30",".",11001003000,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 31",".",11001003100,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 32",".",11001003200,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 33.01",".",11001003301,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 33.02",".",11001003302,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 34",".",11001003400,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 35",".",11001003500,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 36",".",11001003600,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 37",".",11001003700,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 38",".",11001003800,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 39",".",11001003900,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 40.01",".",11001004001,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 40.02",".",11001004002,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 41",".",11001004100,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 42.01",".",11001004201,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 42.02",".",11001004202,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 43",".",11001004300,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 44",".",11001004400,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 46",".",11001004600,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 47.01",".",11001004701,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 47.02",".",11001004702,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 48.01",".",11001004801,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 48.02",".",11001004802,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 49.01",".",11001004901,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 49.02",".",11001004902,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 50.01",".",11001005001,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 50.02",".",11001005002,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 52.01",".",11001005201,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 53.01",".",11001005301,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 55",".",11001005500,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 56",".",11001005600,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 58",".",11001005800,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 59",".",11001005900,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 64",".",11001006400,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 65",".",11001006500,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 66",".",11001006600,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 67",".",11001006700,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 68.01",".",11001006801,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 68.02",".",11001006802,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 68.04",".",11001006804,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 69",".",11001006900,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 70",".",11001007000,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 71",".",11001007100,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 72",".",11001007200,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 73.01",".",11001007301,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 73.04",".",11001007304,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 74.01",".",11001007401,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 74.03",".",11001007403,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 74.04",".",11001007404,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 74.06",".",11001007406,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 74.07",".",11001007407,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 74.08",".",11001007408,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 74.09",".",11001007409,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 75.02",".",11001007502,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 75.03",".",11001007503,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 75.04",".",11001007504,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 76.01",".",11001007601,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 76.03",".",11001007603,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 76.04",".",11001007604,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 76.05",".",11001007605,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 77.03",".",11001007703,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 77.07",".",11001007707,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 77.08",".",11001007708,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 77.09",".",11001007709,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 78.03",".",11001007803,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 78.04",".",11001007804,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 78.06",".",11001007806,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 78.07",".",11001007807,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 78.08",".",11001007808,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 78.09",".",11001007809,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 79.01",".",11001007901,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 79.03",".",11001007903,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 80.01",".",11001008001,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 80.02",".",11001008002,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 81",".",11001008100,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 82",".",11001008200,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 83.01",".",11001008301,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 83.02",".",11001008302,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 84.02",".",11001008402,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 84.10",".",11001008410,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 87.01",".",11001008701,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 87.02",".",11001008702,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 88.02",".",11001008802,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 88.03",".",11001008803,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 88.04",".",11001008804,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 89.03",".",11001008903,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 89.04",".",11001008904,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 90",".",11001009000,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 91.02",".",11001009102,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 92.01",".",11001009201,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 92.03",".",11001009203,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 92.04",".",11001009204,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 93.01",".",11001009301,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 93.02",".",11001009302,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 94",".",11001009400,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 95.01",".",11001009501,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 95.03",".",11001009503,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 95.04",".",11001009504,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 95.05",".",11001009505,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 95.07",".",11001009507,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 95.08",".",11001009508,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 95.09",".",11001009509,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 96.01",".",11001009601,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 96.02",".",11001009602,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 96.03",".",11001009603,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 96.04",".",11001009604,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 97",".",11001009700,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 98.01",".",11001009801,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 98.02",".",11001009802,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 98.03",".",11001009803,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 98.04",".",11001009804,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 98.07",".",11001009807,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 98.10",".",11001009810,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 98.11",".",11001009811,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 99.01",".",11001009901,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 99.02",".",11001009902,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 99.03",".",11001009903,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 99.04",".",11001009904,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 99.05",".",11001009905,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 99.06",".",11001009906,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 99.07",".",11001009907,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 101",".",11001010100,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 102",".",11001010200,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 103",".",11001010300,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 104",".",11001010400,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 105",".",11001010500,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 106",".",11001010600,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 107",".",11001010700,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 108",".",11001010800,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 109",".",11001010900,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
2010,"DC Tract 110",".",11001011000,"01JAN2010","31DEC2010","i","i",".","i","i","i","i",".",".",".",".",".",".",".",".",".",".",".",".","District of Columbia",1
